央视频道,#genre#
CCTV1,http://118.254.158.105:8888/udp/239.76.246.151:1234
CCTV1,http://124.230.56.215:55555/udp/239.76.246.151:1234
CCTV1,http://118.254.158.105:8888/udp/239.76.245.51:1234
CCTV1,http://118.254.200.3:8888/udp/239.76.246.151:1234
CCTV1,http://118.254.159.7:8888/udp/239.76.246.151:1234
CCTV1,http://118.251.35.10:4022/udp/239.76.246.151:1234
CCTV1,http://124.230.56.214:55555/udp/239.76.253.151:9000
CCTV1,http://118.254.159.7:8888/udp/239.76.253.151:9000
CCTV1,http://124.230.56.215:55555/udp/239.76.253.151:9000
CCTV1,http://118.251.35.10:4022/udp/239.76.253.151:9000
CCTV1,http://118.254.158.105:8888/udp/239.76.253.151:9000
CCTV1,http://124.230.56.215:55555/udp/239.76.245.51:1234
CCTV1,http://124.230.56.214:55555/udp/239.76.245.51:1234
CCTV1,http://118.251.35.10:4022/udp/239.76.245.51:1234
CCTV1,http://118.254.159.7:8888/udp/239.76.245.51:1234
CCTV1,http://118.254.200.3:8888/udp/239.76.253.151:9000
CCTV1,http://124.230.56.214:55555/udp/239.76.246.151:1234
CCTV1,http://118.254.200.3:8888/udp/239.76.245.51:1234
CCTV1,http://175.0.94.103:9000/udp/239.76.245.51:1234
CCTV1,http://175.0.94.103:9000/udp/239.76.246.151:1234
CCTV2,http://118.251.35.10:4022/udp/239.76.246.152:1234
CCTV2,http://118.251.35.10:4022/udp/239.76.253.152:9000
CCTV2,http://118.254.158.105:8888/udp/239.76.253.152:9000
CCTV2,http://118.254.158.105:8888/udp/239.76.246.152:1234
CCTV2,http://118.254.159.7:8888/udp/239.76.246.152:1234
CCTV2,http://118.254.159.7:8888/udp/239.76.253.152:9000
CCTV2,http://118.254.200.3:8888/udp/239.76.246.152:1234
CCTV2,http://124.230.56.214:55555/udp/239.76.246.152:1234
CCTV2,http://124.230.56.215:55555/udp/239.76.246.152:1234
CCTV2,http://124.230.56.214:55555/udp/239.76.253.152:9000
CCTV2,http://175.0.94.103:9000/udp/239.76.246.152:1234
CCTV2,http://124.230.56.215:55555/udp/239.76.253.152:9000
CCTV2,http://175.0.94.132:9000/udp/239.76.246.152:1234
CCTV2,http://175.0.94.103:9000/udp/239.76.253.152:9000
CCTV2,http://175.0.94.132:9000/udp/239.76.253.152:9000
CCTV2,http://175.15.135.124:8888/udp/239.76.246.152:1234
CCTV2,http://222.241.144.119:8888/udp/239.76.246.152:1234
CCTV2,http://175.15.135.124:8888/udp/239.76.253.152:9000
CCTV2,http://118.254.200.3:8888/udp/239.76.253.152:9000
CCTV2,http://222.241.144.119:8888/udp/239.76.253.152:9000
CCTV3,http://118.251.35.10:4022/udp/239.76.253.153:9000
CCTV3,http://118.254.158.105:8888/udp/239.76.253.153:9000
CCTV3,http://118.251.35.10:4022/udp/239.76.246.153:1234
CCTV3,http://118.254.158.105:8888/udp/239.76.246.153:1234
CCTV3,http://118.254.159.7:8888/udp/239.76.246.153:1234
CCTV3,http://118.254.159.7:8888/udp/239.76.253.153:9000
CCTV3,http://118.254.200.3:8888/udp/239.76.246.153:1234
CCTV3,http://124.230.56.214:55555/udp/239.76.246.153:1234
CCTV3,http://118.254.200.3:8888/udp/239.76.253.153:9000
CCTV3,http://124.230.56.214:55555/udp/239.76.253.153:9000
CCTV3,http://124.230.56.215:55555/udp/239.76.246.153:1234
CCTV3,http://124.230.56.215:55555/udp/239.76.253.153:9000
CCTV3,http://175.0.94.103:9000/udp/239.76.246.153:1234
